,equity
2022-05-18,135686.73474138358
2022-05-19,135965.3153489462
2022-05-20,135854.62546861905
2022-05-23,137132.0733872084
2022-05-24,137801.95022997799
2022-05-25,137965.60886623117
2022-05-26,139030.01954903407
2022-05-27,140043.5817589815
2022-05-30,139745.26530778094
2022-05-31,140792.9064602632
2022-06-01,139324.69055736417
2022-06-02,139617.27766694155
2022-06-03,138653.6850454184
2022-06-06,138672.65282611985
2022-06-07,138517.2834089059
2022-06-08,137140.15651014133
2022-06-09,136498.12397905436
2022-06-10,135994.7827714878
2022-06-13,134850.2864926717
2022-06-14,134392.27867262033
2022-06-15,133674.47334073845
2022-06-16,133235.62167539712
2022-06-17,132852.4756587082
2022-06-20,131766.90942709974
2022-06-21,130218.57864515862
2022-06-22,130802.49478289431
2022-06-23,131807.1732903957
2022-06-24,132396.9717159249
2022-06-27,131906.0986891024
2022-06-28,130753.90500118377
2022-06-29,131950.0860620522
2022-06-30,132210.01591766332
2022-07-01,130985.75173917614
2022-07-04,130819.38474069121
2022-07-05,130952.02968246062
2022-07-06,131079.88032580903
2022-07-07,131058.70106546782
2022-07-08,130993.07248526382
2022-07-11,130806.46261811985
2022-07-12,130615.68533871576
2022-07-13,130696.1719262796
2022-07-14,130710.83328708378
2022-07-15,130558.49034905879
2022-07-18,130835.54420223863
2022-07-19,130912.91138320685
2022-07-20,130838.08053298962
2022-07-21,130706.71755032077
2022-07-22,130816.9804544566
2022-07-25,130690.84650859157
2022-07-26,130853.44350009561
2022-07-27,130650.20570859995
2022-07-28,130685.82465003614
2022-07-29,130834.31987299243
2022-08-01,130692.2043365393
2022-08-02,130434.01885891167
2022-08-03,130464.55269626448
2022-08-04,130350.07742933086
2022-08-05,130378.7988858
2022-08-08,130497.52634969627
2022-08-09,130285.35424517714
2022-08-10,130218.48876507755
2022-08-11,130216.63918150029
2022-08-12,129813.27449321821
2022-08-15,129623.43755168775
2022-08-16,129959.15284723806
2022-08-17,129842.73597192929
2022-08-18,129950.36730771372
2022-08-19,130198.31807291965
2022-08-22,130188.23831448783
2022-08-23,129932.00674585806
2022-08-24,129831.84088391428
2022-08-25,129618.3557728111
2022-08-26,129718.11806807433
2022-08-29,129744.19790747017
2022-08-30,129931.45609278025
2022-08-31,129759.9677028364
2022-09-01,129663.71509296047
2022-09-02,130566.73712405724
2022-09-05,131194.8676257286
2022-09-06,133155.65192811994
2022-09-07,133657.3878676482
2022-09-08,133764.11322702147
2022-09-09,134980.12732100647
2022-09-12,134303.07331742707
2022-09-13,133596.5303444798
2022-09-14,132966.4359693136
2022-09-15,132305.97738144646
2022-09-16,132634.84299721726
2022-09-19,132735.20077239233
2022-09-20,134124.75657612341
2022-09-21,133195.7623388233
2022-09-22,132615.06362474462
2022-09-23,132231.97836214438
2022-09-26,131983.6490988953
2022-09-27,131525.7458591105
2022-09-28,131854.40177742814
2022-09-29,132124.71854675192
2022-09-30,133239.19870688775
2022-10-03,131056.95749431188
2022-10-04,131800.1950936812
2022-10-05,131336.55427284035
2022-10-06,131408.0383068073
2022-10-07,130885.49125292616
2022-10-10,132256.87969294947
2022-10-11,132033.0464820658
2022-10-12,132078.46182536095
2022-10-13,131732.04289076087
2022-10-14,131569.13964565552
2022-10-17,132581.73650599943
2022-10-18,133333.53108042455
2022-10-19,131591.51417691592
2022-10-20,132371.21030031666
2022-10-21,133197.32465685296
2022-10-24,133104.91442176382
2022-10-25,132391.33006430237
2022-10-26,132989.77742311015
2022-10-27,131236.72502251362
2022-10-28,129925.49954347189
2022-10-31,130598.44042057704
2022-11-01,130422.07801493195
2022-11-02,130689.96348498912
2022-11-03,131158.4764528958
2022-11-04,130960.7233494195
2022-11-07,131795.2996154248
2022-11-08,131490.07891461003
2022-11-09,130453.03754768442
2022-11-10,131129.24600759277
2022-11-11,130511.73095081381
2022-11-14,131765.18394612864
2022-11-15,131658.8364210132
2022-11-16,132327.2512490801
2022-11-17,132142.02501001226
2022-11-18,131224.62608443605
2022-11-21,131833.02687506416
2022-11-22,132108.15761134334
2022-11-23,132233.23327909055
2022-11-24,132289.29789223088
2022-11-25,132214.24033730585
2022-11-28,132524.6775485055
2022-11-29,133111.7493920839
2022-11-30,132784.8905442777
2022-12-01,133599.3169807121
2022-12-02,133713.65249500316
2022-12-05,133756.72793144055
2022-12-06,133415.54009275496
2022-12-07,133268.07186201744
2022-12-08,132478.36011906667
2022-12-09,132473.71538912994
2022-12-12,131670.7969047871
2022-12-13,132952.97408833963
2022-12-14,132600.37837629684
2022-12-15,132939.84785744935
2022-12-16,133552.6843090993
2022-12-19,133123.14117911024
2022-12-20,133997.10419729297
2022-12-21,135288.2373063211
2022-12-22,135752.90833992034
2022-12-23,135730.87334388326
2022-12-26,135668.24176838604
2022-12-27,136358.52015635325
2022-12-28,137433.62316082622
2022-12-29,137611.2371781153
2022-12-30,137215.0451496441
2023-01-02,136955.48069869
2023-01-03,136912.65812048365
2023-01-04,136116.04208325222
2023-01-05,135079.59971992028
2023-01-06,134998.38967344083
2023-01-09,135582.25787635028
2023-01-10,134199.85938384556
2023-01-11,134478.3268025254
2023-01-12,134975.57351589925
2023-01-13,135478.44170343297
2023-01-16,136191.7045219075
2023-01-17,136921.27864847257
2023-01-18,136558.94214715573
2023-01-19,136227.4717361697
2023-01-20,136161.4366014422
2023-01-23,136773.78179344675
2023-01-24,138198.08437774502
2023-01-25,138405.89847978848
2023-01-26,138673.9982469623
2023-01-27,138606.87112928013
2023-01-30,138009.68309463692
2023-01-31,137712.54287787413
2023-02-01,137145.70833935225
2023-02-02,136658.0838107396
2023-02-03,135440.80561554048
2023-02-06,135206.84008779933
2023-02-07,134099.98686360155
2023-02-08,132815.28249345167
2023-02-09,132375.67192024895
2023-02-10,131568.5440232525
2023-02-13,131775.41227379235
2023-02-14,132015.42606718632
2023-02-15,132765.6436186981
2023-02-16,131979.48623292753
2023-02-17,131625.73495766905
2023-02-20,131263.02487986637
2023-02-21,130713.11096071156
2023-02-22,130314.11162098014
2023-02-23,132231.33434280072
2023-02-24,132992.04605298687
2023-02-27,132323.97978361553
2023-02-28,131942.76644774099
2023-03-01,133203.9797520009
2023-03-02,132922.2636385456
2023-03-03,132992.7569327324
2023-03-06,133437.557925783
2023-03-07,132743.80166261859
2023-03-08,132120.08453428268
2023-03-09,131554.29048728864
2023-03-10,131735.27351701935
2023-03-13,131976.93822664072
2023-03-14,131578.8911982911
2023-03-15,131715.91607842012
2023-03-16,131739.44895110768
2023-03-17,131704.47674426087
2023-03-20,131588.65306871143
2023-03-21,131493.97291199182
2023-03-22,131449.02098173692
2023-03-23,131314.34940757402
2023-03-24,131923.31991872028
2023-03-27,131737.6433964541
2023-03-28,131580.59935022172
2023-03-29,131724.68878903487
2023-03-30,132186.6167415294
2023-03-31,132495.7898094315
2023-04-03,132416.41458896958
2023-04-04,132387.8659777757
2023-04-05,133822.3796434557
2023-04-06,133196.32156077254
2023-04-07,134593.13426335657
2023-04-10,133239.18122979513
2023-04-11,133762.7889922518
2023-04-12,134650.98760722677
2023-04-13,133811.1334392082
2023-04-14,133638.28798890475
2023-04-17,133250.144088383
2023-04-18,133499.84386417485
2023-04-19,133915.08818042662
2023-04-20,135910.94617036093
2023-04-21,136101.4431811794
2023-04-24,137175.68205263733
2023-04-25,136665.88632470398
2023-04-26,136672.8435347178
2023-04-27,136421.06797251053
2023-04-28,136729.07948410133
2023-05-01,137304.01679674568
2023-05-02,137239.26035819892
2023-05-03,135771.2662125411
2023-05-04,135973.98007704722
2023-05-05,136968.56810445443
2023-05-08,136001.9412783422
2023-05-09,136362.65236977523
2023-05-10,137307.49382692468
2023-05-11,136268.00324670487
2023-05-12,137113.49841726178
2023-05-15,138575.1440347357
2023-05-16,138008.72339762578
2023-05-17,138218.36912745863
2023-05-18,139253.3088015489
2023-05-19,137140.24234509916
2023-05-22,137373.67184378955
2023-05-23,137735.49715085933
2023-05-24,137019.51648139642
2023-05-25,137482.61862292036
2023-05-26,138626.50673276736
2023-05-29,139355.2598503563
2023-05-30,138285.9943345826
2023-05-31,138119.5180776382
2023-06-01,137200.12069245643
2023-06-02,138113.14239784985
2023-06-05,138554.47591563675
2023-06-06,139690.49919234047
2023-06-07,140892.83218162032
2023-06-08,140576.85863773891
2023-06-09,140931.0758773226
2023-06-12,140971.3821453285
2023-06-13,141472.03755389986
2023-06-14,140314.37437914178
2023-06-15,140583.22570499865
2023-06-16,140093.65497659025
2023-06-19,139921.4190729298
2023-06-20,139021.09091792494
2023-06-21,139876.01564648154
2023-06-22,140663.0412430179
2023-06-23,140157.37266807238
2023-06-26,139583.04684057776
2023-06-27,140125.14721904058
2023-06-28,141327.83289496735
2023-06-29,141450.36726427067
2023-06-30,141728.49815073228
2023-07-03,141201.42768774994
2023-07-04,141991.2451508374
2023-07-05,141824.9561494607
2023-07-06,142256.60410808766
2023-07-07,142182.5003814857
2023-07-10,142008.86701836364
2023-07-11,140628.35352645555
2023-07-12,140190.0651203697
2023-07-13,141373.19381517166
2023-07-14,139865.60094543715
2023-07-17,140317.26407512615
2023-07-18,140828.64551612854
2023-07-19,140277.81816215673
2023-07-20,139990.48835705346
2023-07-21,138997.92459363243
2023-07-24,139161.27495570297
2023-07-25,139859.73233445428
2023-07-26,137410.918813204
2023-07-27,138233.6728330461
2023-07-28,139895.7334462107
2023-07-31,140009.355409048
2023-08-01,138856.89119400067
2023-08-02,138846.5487086488
2023-08-03,140232.24122631812
2023-08-04,141166.21293377568
2023-08-07,142679.383511723
2023-08-08,142144.2979077206
2023-08-09,141108.15468852335
2023-08-10,140726.54310556283
2023-08-11,141196.93297978185
2023-08-14,140153.38109113392
2023-08-15,140135.71777254788
2023-08-16,140138.01542897377
2023-08-17,140910.6640962119
2023-08-18,141022.0289617113
2023-08-21,140495.12636138708
2023-08-22,140487.462652938
2023-08-23,141792.80934803037
2023-08-24,141506.37132068636
2023-08-25,141233.4011934584
2023-08-28,140962.56357743507
2023-08-29,140504.35252759783
2023-08-30,140614.9364667593
2023-08-31,141775.47229921754
2023-09-01,141833.2468981216
2023-09-04,141718.67284787237
2023-09-05,142272.57326895738
2023-09-06,142420.52778828354
2023-09-07,142229.38378582057
2023-09-08,142109.56818802533
2023-09-11,142154.5283394788
2023-09-12,141576.96399683933
2023-09-13,141875.95300816762
2023-09-14,142271.32650560763
2023-09-15,142882.33498329524
2023-09-18,143826.7128604563
2023-09-19,143870.78973493664
2023-09-20,143794.5484309432
2023-09-21,144555.37696407142
2023-09-22,144660.01326585456
2023-09-25,144104.52167868565
2023-09-26,144295.93396438824
2023-09-27,143842.36773501197
2023-09-28,143779.14835532245
2023-09-29,144209.86750139357
2023-10-02,144102.3860957632
2023-10-03,143962.10291815453
2023-10-04,144299.32153729541
2023-10-05,144910.53973752874
2023-10-06,144261.9692372963
2023-10-09,144274.90597597166
2023-10-10,144164.978853314
2023-10-11,144357.59178251962
2023-10-12,143908.86252873507
2023-10-13,145001.09474916456
2023-10-16,144653.0822585484
2023-10-17,144868.43022878675
2023-10-18,144849.17598052137
2023-10-19,144631.01331000295
2023-10-20,145179.04967871698
2023-10-23,145412.19179693508
2023-10-24,145537.20264029343
2023-10-25,145593.93192426363
2023-10-26,145320.36430226307
2023-10-27,145136.93238014652
2023-10-30,144772.59332628516
2023-10-31,144092.6544749144
2023-11-01,144206.19799122773
2023-11-02,143224.8649475478
2023-11-03,142388.4629762876
2023-11-06,142715.3508233452
2023-11-07,142541.31922228503
2023-11-08,141468.2327228828
2023-11-09,142337.89181014083
2023-11-10,143254.8614407747
2023-11-13,143335.30989781415
2023-11-14,142848.28583103116
2023-11-15,142188.79956762216
2023-11-16,143801.78139781728
2023-11-17,144314.70005434565
2023-11-20,144057.2640456022
2023-11-21,144580.6893990722
2023-11-22,145346.41264556797
2023-11-23,146477.85610182225
2023-11-24,148312.39921553727
2023-11-27,147060.61901527792
2023-11-28,146351.453492592
2023-11-29,145978.00287550277
2023-11-30,144883.57873041253
2023-12-01,144823.7858597456
2023-12-04,145552.20461789583
2023-12-05,145100.66115814165
2023-12-06,146277.5412052444
2023-12-07,146525.2136243172
2023-12-08,146241.8837858912
2023-12-11,146286.90319745307
2023-12-12,146958.29434594576
2023-12-13,146386.88131184294
2023-12-14,145486.47524815382
2023-12-15,146592.47353588135
2023-12-18,146723.30894744
2023-12-19,147632.62908863692
2023-12-20,147590.35087253363
2023-12-21,147014.30215634443
2023-12-22,147828.59865603058
2023-12-25,149363.46726210543
2023-12-26,148352.56054543835
2023-12-27,150474.50522064272
2023-12-28,152025.3026916421
2023-12-29,153287.67475433965
2024-01-01,154106.42962088546
2024-01-02,153978.24854746155
2024-01-03,152971.9928358134
2024-01-04,152932.53158181522
2024-01-05,152128.68063725988
2024-01-08,152134.95406798844
2024-01-09,150607.64655791988
2024-01-10,151059.86177744647
2024-01-11,151163.20848653498
2024-01-12,151003.50177749147
2024-01-15,150690.07561452276
2024-01-16,151082.24960107534
2024-01-17,151745.81708313688
2024-01-18,150566.71585383
2024-01-19,152685.05245639387
2024-01-22,152340.77289130967
2024-01-23,151479.01600816194
2024-01-24,151086.42545442286
2024-01-25,151633.22610176812
2024-01-26,151240.46003834365
2024-01-29,152229.38006964486
2024-01-30,151880.37311948303
2024-01-31,153086.60207050823
2024-02-01,151796.53987094935
2024-02-02,152499.05738411518
2024-02-05,152226.41999483726
2024-02-06,151273.9691365802
2024-02-07,151354.18847157247
2024-02-08,152263.06194385898
2024-02-09,152244.90737195697
2024-02-12,151282.73050091922
2024-02-13,150672.23701333793
2024-02-14,149354.18583918142
2024-02-15,150056.37781152502
2024-02-16,150659.47966627264
2024-02-19,149986.26042010207
2024-02-20,150610.23494202804
2024-02-21,150538.64412141783
2024-02-22,149603.0867809667
2024-02-23,150080.40224799173
2024-02-26,150539.9985817019
2024-02-27,150132.58597936603
2024-02-28,150187.13647803434
2024-02-29,150399.26962785178
2024-03-01,150762.63131155647
2024-03-04,149683.92874987115
2024-03-05,149258.8592234154
2024-03-06,148985.82481509645
2024-03-07,148465.84320941532
2024-03-08,147642.3269008032
2024-03-11,146963.4889402901
2024-03-12,147338.94035591665
2024-03-13,149066.84034778766
2024-03-14,148973.76562639416
2024-03-15,148652.85591523815
2024-03-18,148769.5543891802
2024-03-19,148091.7137140482
2024-03-20,148846.88695001963
2024-03-21,148841.45678750722
2024-03-22,149016.19423272632
2024-03-25,147705.84122919885
2024-03-26,149074.8996936844
2024-03-27,149977.51217547167
2024-03-28,149074.8314833269
2024-03-29,149312.823597162
2024-04-01,149505.59292426222
2024-04-02,149270.14675032566
2024-04-03,150196.39807251148
2024-04-04,150237.7935106172
2024-04-05,151085.26396254962
2024-04-08,151393.03279056266
2024-04-09,150706.32334939938
2024-04-10,149062.42410689653
2024-04-11,149435.9241191549
2024-04-12,147684.2309914217
2024-04-15,146568.73779542735
2024-04-16,147953.21580028918
2024-04-17,148245.3380421458
2024-04-18,149171.73975600445
2024-04-19,149360.3926176627
2024-04-22,149117.9736747373
2024-04-23,149419.47574934916
2024-04-24,148468.67992300238
2024-04-25,148830.3644795912
2024-04-26,147554.4474304343
2024-04-29,147384.48784588758
2024-04-30,146280.44036972566
2024-05-01,146830.96028430352
2024-05-02,146231.75838992198
2024-05-03,146092.92220215526
2024-05-06,145414.01676202565
2024-05-07,146016.72514414517
2024-05-08,146091.92935377324
2024-05-09,144634.50839825446
2024-05-10,145609.30112684972
2024-05-13,145329.2336634387
2024-05-14,144005.93208881092
2024-05-15,144001.541412752
2024-05-16,143809.2712848945
2024-05-17,143583.2075602594
2024-05-20,141790.6046053915
2024-05-21,142017.19935017126
2024-05-22,141223.70467924405
2024-05-23,140987.6433753924
2024-05-24,141114.62657467296
2024-05-27,141554.09522345517
2024-05-28,142409.23436533732
2024-05-29,143092.3924034503
2024-05-30,143329.3670934742
2024-05-31,143245.52899105035
2024-06-03,143012.2189659769
2024-06-04,143310.94985010487
2024-06-05,143918.17032467388
2024-06-06,142915.59104387363
2024-06-07,142871.3246104328
2024-06-10,142773.11646332027
2024-06-11,142851.64103481307
2024-06-12,143787.35063295753
2024-06-13,143753.87869136958
2024-06-14,144125.0941393317
2024-06-17,145872.43160972605
2024-06-18,147204.98619876415
2024-06-19,148504.4765555903
2024-06-20,147604.77109568636
2024-06-21,149016.16462019386
2024-06-24,148161.27020551337
2024-06-25,147117.7959942444
2024-06-26,147703.73490383
2024-06-27,148178.0737724081
2024-06-28,147955.1038506415
2024-07-01,148917.30881355092
2024-07-02,150789.78252666272
2024-07-03,148996.27389802103
2024-07-04,148725.86778271038
2024-07-05,147341.55568939945
2024-07-08,146206.9264727772
2024-07-09,146141.737219922
2024-07-10,146104.21881340668
2024-07-11,146699.63980411904
2024-07-12,146581.9897400657
2024-07-15,145826.13065927717
2024-07-16,146117.3405427466
2024-07-17,146706.33838515845
2024-07-18,148510.60843417075
2024-07-19,148802.17979941028
2024-07-22,148825.7754235599
2024-07-23,149600.12665056073
2024-07-24,150373.6620919729
2024-07-25,149146.04757293157
2024-07-26,148408.8125709042
2024-07-29,149264.2839694232
2024-07-30,150622.70317877762
2024-07-31,152356.08924074387
2024-08-01,152547.34831993064
2024-08-02,152810.36239029054
2024-08-05,152007.82698893725
2024-08-06,150069.9462026211
2024-08-07,150585.96826632257
2024-08-08,149636.70838389438
2024-08-09,149397.01399558948
2024-08-12,149334.84638955435
2024-08-13,148611.23789973202
2024-08-14,147847.722531186
2024-08-15,146061.66346388802
2024-08-16,146933.38861868714
2024-08-19,146202.65524284655
2024-08-20,147133.92951656075
2024-08-21,147119.8787220449
2024-08-22,146437.57732619724
2024-08-23,145979.43327281627
2024-08-26,146888.9991567544
2024-08-27,145963.26499759377
2024-08-28,146218.4219449225
2024-08-29,145903.02280345446
2024-08-30,145686.51096854772
2024-09-02,145942.29077124744
2024-09-03,145552.6397448045
2024-09-04,146791.35516012288
2024-09-05,146080.61971122542
2024-09-06,146836.16381910152
2024-09-09,146944.36358922062
2024-09-10,148327.939421441
2024-09-11,147759.96203231835
2024-09-12,147388.5326602133
2024-09-13,147487.881109016
2024-09-16,147411.11662630874
2024-09-17,147018.1367132998
2024-09-18,146854.7435383837
2024-09-19,146805.7188820768
2024-09-20,146839.02969504372
2024-09-23,147491.84051889164
2024-09-24,145733.73861412553
2024-09-25,145534.4433757761
2024-09-26,145109.34185244082
2024-09-27,145288.88288062115
2024-09-30,143941.95994041866
2024-10-01,143789.42913538078
2024-10-02,143193.08110260658
2024-10-03,142928.67539777112
2024-10-04,144511.08474478003
2024-10-07,143457.66857640407
2024-10-08,142761.17806574728
2024-10-09,141294.14020311498
2024-10-10,140285.7594533409
2024-10-11,138606.62514093466
2024-10-14,138669.15944347414
2024-10-15,139387.51072580816
2024-10-16,138584.45626958398
2024-10-17,138838.4984906401
2024-10-18,139326.88717375658
2024-10-21,138638.95917378823
2024-10-22,138426.77291433935
2024-10-23,139146.86259312247
2024-10-24,139804.66334298678
2024-10-25,139994.77855101842
2024-10-28,139930.87503575755
2024-10-29,140167.4901021418
2024-10-30,139723.64116826782
2024-10-31,139783.29874848438
2024-11-01,139037.55410340356
2024-11-04,137157.06512424856
2024-11-05,138001.68566889683
2024-11-06,138062.09453820292
2024-11-07,136999.719970921
2024-11-08,137526.87067241687
2024-11-11,137842.44188530897
2024-11-12,138759.29258376965
2024-11-13,138832.00438984067
2024-11-14,137723.78438989737
2024-11-15,136778.47845266448
2024-11-18,136276.61728536477
2024-11-19,135581.48357414108
2024-11-20,135235.69264497465
2024-11-21,136088.30492061822
2024-11-22,136298.26111927594
2024-11-25,137050.89294289294
2024-11-26,137898.03857779285
2024-11-27,137869.33149562523
2024-11-28,137816.44345812767
2024-11-29,138507.97604230494
2024-12-02,138702.82869317877
2024-12-03,138725.8883692344
2024-12-04,138087.61988652314
2024-12-05,137566.42059948487
2024-12-06,137962.91735171268
2024-12-09,138669.0920601419
2024-12-10,139084.6031093874
2024-12-11,139249.95517447568
2024-12-12,138152.91698528448
2024-12-13,139561.5812777404
2024-12-16,140503.95551704513
2024-12-17,141394.85789752982
2024-12-18,139065.4520353989
